survtype,countryname,yearweek,indicator,age,value
primary care syndromic,Norway,2025-W01,ILIconsultationrate,total,29.7
primary care syndromic,Norway,2024-W52,ILIconsultationrate,0-4,18.2
primary care syndromic,Norway,2024-W52,ILIconsultationrate,15-64,20.8
primary care syndromic,Norway,2024-W52,ILIconsultationrate,5-14,11.1
primary care syndromic,Norway,2024-W52,ILIconsultationrate,65+,7.5
primary care syndromic,Norway,2024-W52,ILIconsultationrate,total,17.0
primary care syndromic,Norway,2024-W51,ILIconsultationrate,0-4,24.0
primary care syndromic,Norway,2024-W51,ILIconsultationrate,15-64,52.7
primary care syndromic,Norway,2024-W51,ILIconsultationrate,5-14,20.7
primary care syndromic,Norway,2024-W51,ILIconsultationrate,65+,12.7
primary care syndromic,Norway,2024-W51,ILIconsultationrate,total,40.1
primary care syndromic,Norway,2024-W50,ILIconsultationrate,0-4,12.0
primary care syndromic,Norway,2024-W50,ILIconsultationrate,15-64,44.8
primary care syndromic,Norway,2024-W50,ILIconsultationrate,5-14,17.1
primary care syndromic,Norway,2024-W50,ILIconsultationrate,65+,9.8
primary care syndromic,Norway,2024-W50,ILIconsultationrate,total,33.5
primary care syndromic,Norway,2024-W49,ILIconsultationrate,0-4,8.7
primary care syndromic,Norway,2024-W49,ILIconsultationrate,15-64,42.6
primary care syndromic,Norway,2024-W49,ILIconsultationrate,5-14,15.2
primary care syndromic,Norway,2024-W49,ILIconsultationrate,65+,7.6
primary care syndromic,Norway,2024-W49,ILIconsultationrate,total,31.2
primary care syndromic,Norway,2024-W48,ILIconsultationrate,0-4,8.0
primary care syndromic,Norway,2024-W48,ILIconsultationrate,15-64,40.4
primary care syndromic,Norway,2024-W48,ILIconsultationrate,5-14,11.4
primary care syndromic,Norway,2024-W48,ILIconsultationrate,65+,8.0
primary care syndromic,Norway,2024-W48,ILIconsultationrate,total,29.4
primary care syndromic,Norway,2024-W47,ILIconsultationrate,0-4,10.6
primary care syndromic,Norway,2024-W47,ILIconsultationrate,15-64,36.7
primary care syndromic,Norway,2024-W47,ILIconsultationrate,5-14,10.8
primary care syndromic,Norway,2024-W47,ILIconsultationrate,65+,7.4
primary care syndromic,Norway,2024-W47,ILIconsultationrate,total,27.0
primary care syndromic,Norway,2024-W46,ILIconsultationrate,0-4,9.1
primary care syndromic,Norway,2024-W46,ILIconsultationrate,15-64,34.4
primary care syndromic,Norway,2024-W46,ILIconsultationrate,5-14,10.1
primary care syndromic,Norway,2024-W46,ILIconsultationrate,65+,9.0
primary care syndromic,Norway,2024-W46,ILIconsultationrate,total,25.6
primary care syndromic,Norway,2024-W45,ILIconsultationrate,0-4,8.7
primary care syndromic,Norway,2024-W45,ILIconsultationrate,15-64,34.8
primary care syndromic,Norway,2024-W45,ILIconsultationrate,5-14,9.6
primary care syndromic,Norway,2024-W45,ILIconsultationrate,65+,6.1
primary care syndromic,Norway,2024-W45,ILIconsultationrate,total,25.3
primary care syndromic,Norway,2024-W44,ILIconsultationrate,0-4,7.3
primary care syndromic,Norway,2024-W44,ILIconsultationrate,15-64,32.9
primary care syndromic,Norway,2024-W44,ILIconsultationrate,5-14,8.2
primary care syndromic,Norway,2024-W44,ILIconsultationrate,65+,8.9
primary care syndromic,Norway,2024-W44,ILIconsultationrate,total,24.4
primary care syndromic,Norway,2024-W43,ILIconsultationrate,0-4,7.3
primary care syndromic,Norway,2024-W43,ILIconsultationrate,15-64,35.9
primary care syndromic,Norway,2024-W43,ILIconsultationrate,5-14,9.8
primary care syndromic,Norway,2024-W43,ILIconsultationrate,65+,9.7
primary care syndromic,Norway,2024-W43,ILIconsultationrate,total,26.6
primary care syndromic,Norway,2024-W42,ILIconsultationrate,0-4,6.9
primary care syndromic,Norway,2024-W42,ILIconsultationrate,15-64,35.1
primary care syndromic,Norway,2024-W42,ILIconsultationrate,5-14,9.6
primary care syndromic,Norway,2024-W42,ILIconsultationrate,65+,8.3
primary care syndromic,Norway,2024-W42,ILIconsultationrate,total,25.8
primary care syndromic,Norway,2024-W41,ILIconsultationrate,0-4,5.5
primary care syndromic,Norway,2024-W41,ILIconsultationrate,15-64,33.0
primary care syndromic,Norway,2024-W41,ILIconsultationrate,5-14,9.5
primary care syndromic,Norway,2024-W41,ILIconsultationrate,65+,9.1
primary care syndromic,Norway,2024-W41,ILIconsultationrate,total,24.5
primary care syndromic,Norway,2024-W40,ILIconsultationrate,0-4,4.0
primary care syndromic,Norway,2024-W40,ILIconsultationrate,15-64,30.8
primary care syndromic,Norway,2024-W40,ILIconsultationrate,5-14,7.1
primary care syndromic,Norway,2024-W40,ILIconsultationrate,65+,6.1
primary care syndromic,Norway,2024-W40,ILIconsultationrate,total,22.2
primary care syndromic,Norway,2023-W39,ILIconsultationrate,0-4,2.6
primary care syndromic,Norway,2023-W39,ILIconsultationrate,15-64,32.6
primary care syndromic,Norway,2023-W39,ILIconsultationrate,5-14,3.3
primary care syndromic,Norway,2023-W39,ILIconsultationrate,65+,7.2
primary care syndromic,Norway,2023-W39,ILIconsultationrate,total,23.0
primary care syndromic,Norway,2023-W38,ILIconsultationrate,0-4,5.2
primary care syndromic,Norway,2023-W38,ILIconsultationrate,15-64,31.3
primary care syndromic,Norway,2023-W38,ILIconsultationrate,5-14,5.2
primary care syndromic,Norway,2023-W38,ILIconsultationrate,65+,6.2
primary care syndromic,Norway,2023-W38,ILIconsultationrate,total,22.3
primary care syndromic,Norway,2023-W37,ILIconsultationrate,0-4,5.2
primary care syndromic,Norway,2023-W37,ILIconsultationrate,15-64,28.3
primary care syndromic,Norway,2023-W37,ILIconsultationrate,5-14,5.2
primary care syndromic,Norway,2023-W37,ILIconsultationrate,65+,5.3
primary care syndromic,Norway,2023-W37,ILIconsultationrate,total,20.2
primary care syndromic,Norway,2023-W36,ILIconsultationrate,0-4,4.9
primary care syndromic,Norway,2023-W36,ILIconsultationrate,15-64,30.7
primary care syndromic,Norway,2023-W36,ILIconsultationrate,5-14,2.4
primary care syndromic,Norway,2023-W36,ILIconsultationrate,65+,5.5
primary care syndromic,Norway,2023-W36,ILIconsultationrate,total,21.5
primary care syndromic,Norway,2023-W35,ILIconsultationrate,0-4,2.3
primary care syndromic,Norway,2023-W35,ILIconsultationrate,15-64,27.3
primary care syndromic,Norway,2023-W35,ILIconsultationrate,5-14,3.5
primary care syndromic,Norway,2023-W35,ILIconsultationrate,65+,6.6
primary care syndromic,Norway,2023-W35,ILIconsultationrate,total,19.5
primary care syndromic,Norway,2023-W34,ILIconsultationrate,0-4,2.4
primary care syndromic,Norway,2023-W34,ILIconsultationrate,15-64,22.2
primary care syndromic,Norway,2023-W34,ILIconsultationrate,5-14,3.4
primary care syndromic,Norway,2023-W34,ILIconsultationrate,65+,5.1
primary care syndromic,Norway,2023-W34,ILIconsultationrate,total,15.9
primary care syndromic,Norway,2023-W33,ILIconsultationrate,0-4,0.7
primary care syndromic,Norway,2023-W33,ILIconsultationrate,15-64,16.6
primary care syndromic,Norway,2023-W33,ILIconsultationrate,5-14,2.3
primary care syndromic,Norway,2023-W33,ILIconsultationrate,65+,3.4
primary care syndromic,Norway,2023-W33,ILIconsultationrate,total,11.7
primary care syndromic,Norway,2023-W32,ILIconsultationrate,0-4,2.1
primary care syndromic,Norway,2023-W32,ILIconsultationrate,15-64,15.4
primary care syndromic,Norway,2023-W32,ILIconsultationrate,5-14,2.1
primary care syndromic,Norway,2023-W32,ILIconsultationrate,65+,2.9
primary care syndromic,Norway,2023-W32,ILIconsultationrate,total,10.9
primary care syndromic,Norway,2023-W31,ILIconsultationrate,0-4,3.5
primary care syndromic,Norway,2023-W31,ILIconsultationrate,15-64,13.0
primary care syndromic,Norway,2023-W31,ILIconsultationrate,5-14,2.0
primary care syndromic,Norway,2023-W31,ILIconsultationrate,65+,3.0
primary care syndromic,Norway,2023-W31,ILIconsultationrate,total,9.4
primary care syndromic,Norway,2023-W30,ILIconsultationrate,0-4,1.1
primary care syndromic,Norway,2023-W30,ILIconsultationrate,15-64,13.0
primary care syndromic,Norway,2023-W30,ILIconsultationrate,5-14,1.6
primary care syndromic,Norway,2023-W30,ILIconsultationrate,65+,4.0
primary care syndromic,Norway,2023-W30,ILIconsultationrate,total,9.4
primary care syndromic,Norway,2023-W29,ILIconsultationrate,0-4,2.9
primary care syndromic,Norway,2023-W29,ILIconsultationrate,15-64,11.7
primary care syndromic,Norway,2023-W29,ILIconsultationrate,5-14,1.7
primary care syndromic,Norway,2023-W29,ILIconsultationrate,65+,2.9
primary care syndromic,Norway,2023-W29,ILIconsultationrate,total,8.5
primary care syndromic,Norway,2023-W28,ILIconsultationrate,0-4,1.8
primary care syndromic,Norway,2023-W28,ILIconsultationrate,15-64,10.8
primary care syndromic,Norway,2023-W28,ILIconsultationrate,5-14,2.2
primary care syndromic,Norway,2023-W28,ILIconsultationrate,65+,2.6
primary care syndromic,Norway,2023-W28,ILIconsultationrate,total,7.8
primary care syndromic,Norway,2023-W27,ILIconsultationrate,0-4,1.4
primary care syndromic,Norway,2023-W27,ILIconsultationrate,15-64,12.7
primary care syndromic,Norway,2023-W27,ILIconsultationrate,5-14,2.6
primary care syndromic,Norway,2023-W27,ILIconsultationrate,65+,4.0
primary care syndromic,Norway,2023-W27,ILIconsultationrate,total,9.3
primary care syndromic,Norway,2023-W26,ILIconsultationrate,0-4,1.4
primary care syndromic,Norway,2023-W26,ILIconsultationrate,15-64,14.3
primary care syndromic,Norway,2023-W26,ILIconsultationrate,5-14,4.6
primary care syndromic,Norway,2023-W26,ILIconsultationrate,65+,3.2
primary care syndromic,Norway,2023-W26,ILIconsultationrate,total,10.5
primary care syndromic,Norway,2023-W25,ILIconsultationrate,0-4,3.7
primary care syndromic,Norway,2023-W25,ILIconsultationrate,15-64,16.1
primary care syndromic,Norway,2023-W25,ILIconsultationrate,5-14,5.3
primary care syndromic,Norway,2023-W25,ILIconsultationrate,65+,5.4
primary care syndromic,Norway,2023-W25,ILIconsultationrate,total,12.2
primary care syndromic,Norway,2023-W24,ILIconsultationrate,0-4,5.0
primary care syndromic,Norway,2023-W24,ILIconsultationrate,15-64,18.6
primary care syndromic,Norway,2023-W24,ILIconsultationrate,5-14,6.2
primary care syndromic,Norway,2023-W24,ILIconsultationrate,65+,5.9
primary care syndromic,Norway,2023-W24,ILIconsultationrate,total,14.2
primary care syndromic,Norway,2023-W23,ILIconsultationrate,0-4,4.6
primary care syndromic,Norway,2023-W23,ILIconsultationrate,15-64,22.9
primary care syndromic,Norway,2023-W23,ILIconsultationrate,5-14,6.3
primary care syndromic,Norway,2023-W23,ILIconsultationrate,65+,7.5
primary care syndromic,Norway,2023-W23,ILIconsultationrate,total,17.2
primary care syndromic,Norway,2023-W22,ILIconsultationrate,0-4,3.9
primary care syndromic,Norway,2023-W22,ILIconsultationrate,15-64,22.4
primary care syndromic,Norway,2023-W22,ILIconsultationrate,5-14,7.1
primary care syndromic,Norway,2023-W22,ILIconsultationrate,65+,5.7
primary care syndromic,Norway,2023-W22,ILIconsultationrate,total,16.6
primary care syndromic,Norway,2023-W21,ILIconsultationrate,0-4,9.2
primary care syndromic,Norway,2023-W21,ILIconsultationrate,15-64,35.0
primary care syndromic,Norway,2023-W21,ILIconsultationrate,5-14,8.9
primary care syndromic,Norway,2023-W21,ILIconsultationrate,65+,8.8
primary care syndromic,Norway,2023-W21,ILIconsultationrate,total,25.8
primary care syndromic,Norway,2023-W20,ILIconsultationrate,0-4,5.0
primary care syndromic,Norway,2023-W20,ILIconsultationrate,15-64,20.7
primary care syndromic,Norway,2023-W20,ILIconsultationrate,5-14,8.2
primary care syndromic,Norway,2023-W20,ILIconsultationrate,65+,5.7
primary care syndromic,Norway,2023-W20,ILIconsultationrate,total,15.7
primary care syndromic,Norway,2023-W19,ILIconsultationrate,0-4,10.8
primary care syndromic,Norway,2023-W19,ILIconsultationrate,15-64,43.1
primary care syndromic,Norway,2023-W19,ILIconsultationrate,5-14,15.0
primary care syndromic,Norway,2023-W19,ILIconsultationrate,65+,10.4
primary care syndromic,Norway,2023-W19,ILIconsultationrate,total,32.2
primary care syndromic,Norway,2023-W18,ILIconsultationrate,0-4,7.9
primary care syndromic,Norway,2023-W18,ILIconsultationrate,15-64,36.2
primary care syndromic,Norway,2023-W18,ILIconsultationrate,5-14,10.4
primary care syndromic,Norway,2023-W18,ILIconsultationrate,65+,6.9
primary care syndromic,Norway,2023-W18,ILIconsultationrate,total,26.4
primary care syndromic,Norway,2023-W17,ILIconsultationrate,0-4,10.2
primary care syndromic,Norway,2023-W17,ILIconsultationrate,15-64,42.9
primary care syndromic,Norway,2023-W17,ILIconsultationrate,5-14,16.9
primary care syndromic,Norway,2023-W17,ILIconsultationrate,65+,10.3
primary care syndromic,Norway,2023-W17,ILIconsultationrate,total,32.2
primary care syndromic,Norway,2023-W16,ILIconsultationrate,0-4,18.4
primary care syndromic,Norway,2023-W16,ILIconsultationrate,15-64,50.8
primary care syndromic,Norway,2023-W16,ILIconsultationrate,5-14,19.7
primary care syndromic,Norway,2023-W16,ILIconsultationrate,65+,10.3
primary care syndromic,Norway,2023-W16,ILIconsultationrate,total,38.1
primary care syndromic,Norway,2023-W15,ILIconsultationrate,0-4,19.9
primary care syndromic,Norway,2023-W15,ILIconsultationrate,15-64,57.8
primary care syndromic,Norway,2023-W15,ILIconsultationrate,5-14,19.7
primary care syndromic,Norway,2023-W15,ILIconsultationrate,65+,12.5
primary care syndromic,Norway,2023-W15,ILIconsultationrate,total,43.1
primary care syndromic,Norway,2023-W14,ILIconsultationrate,0-4,17.1
primary care syndromic,Norway,2023-W14,ILIconsultationrate,15-64,31.1
primary care syndromic,Norway,2023-W14,ILIconsultationrate,5-14,24.9
primary care syndromic,Norway,2023-W14,ILIconsultationrate,65+,7.1
primary care syndromic,Norway,2023-W14,ILIconsultationrate,total,25.3
primary care syndromic,Norway,2023-W13,ILIconsultationrate,0-4,29.5
primary care syndromic,Norway,2023-W13,ILIconsultationrate,15-64,88.5
primary care syndromic,Norway,2023-W13,ILIconsultationrate,5-14,53.2
primary care syndromic,Norway,2023-W13,ILIconsultationrate,65+,13.3
primary care syndromic,Norway,2023-W13,ILIconsultationrate,total,67.5
primary care syndromic,Norway,2023-W12,ILIconsultationrate,0-4,28.8
primary care syndromic,Norway,2023-W12,ILIconsultationrate,15-64,92.5
primary care syndromic,Norway,2023-W12,ILIconsultationrate,5-14,58.6
primary care syndromic,Norway,2023-W12,ILIconsultationrate,65+,15.6
primary care syndromic,Norway,2023-W12,ILIconsultationrate,total,71.2
primary care syndromic,Norway,2023-W11,ILIconsultationrate,0-4,28.6
primary care syndromic,Norway,2023-W11,ILIconsultationrate,15-64,87.9
primary care syndromic,Norway,2023-W11,ILIconsultationrate,5-14,35.4
primary care syndromic,Norway,2023-W11,ILIconsultationrate,65+,15.3
primary care syndromic,Norway,2023-W11,ILIconsultationrate,total,65.4
primary care syndromic,Norway,2023-W10,ILIconsultationrate,0-4,35.8
primary care syndromic,Norway,2023-W10,ILIconsultationrate,15-64,81.9
primary care syndromic,Norway,2023-W10,ILIconsultationrate,5-14,29.7
primary care syndromic,Norway,2023-W10,ILIconsultationrate,65+,16.6
primary care syndromic,Norway,2023-W10,ILIconsultationrate,total,61.5
primary care syndromic,Norway,2023-W09,ILIconsultationrate,0-4,29.8
primary care syndromic,Norway,2023-W09,ILIconsultationrate,15-64,81.6
primary care syndromic,Norway,2023-W09,ILIconsultationrate,5-14,36.3
primary care syndromic,Norway,2023-W09,ILIconsultationrate,65+,16.2
primary care syndromic,Norway,2023-W09,ILIconsultationrate,total,61.7
primary care syndromic,Norway,2023-W08,ILIconsultationrate,0-4,36.7
primary care syndromic,Norway,2023-W08,ILIconsultationrate,15-64,84.4
primary care syndromic,Norway,2023-W08,ILIconsultationrate,5-14,49.3
primary care syndromic,Norway,2023-W08,ILIconsultationrate,65+,17.8
primary care syndromic,Norway,2023-W08,ILIconsultationrate,total,65.6
primary care syndromic,Norway,2023-W07,ILIconsultationrate,0-4,44.1
primary care syndromic,Norway,2023-W07,ILIconsultationrate,15-64,100.8
primary care syndromic,Norway,2023-W07,ILIconsultationrate,5-14,53.1
primary care syndromic,Norway,2023-W07,ILIconsultationrate,65+,21.0
primary care syndromic,Norway,2023-W07,ILIconsultationrate,total,77.7
primary care syndromic,Norway,2023-W06,ILIconsultationrate,0-4,52.6
primary care syndromic,Norway,2023-W06,ILIconsultationrate,15-64,106.2
primary care syndromic,Norway,2023-W06,ILIconsultationrate,5-14,60.9
primary care syndromic,Norway,2023-W06,ILIconsultationrate,65+,21.7
primary care syndromic,Norway,2023-W06,ILIconsultationrate,total,82.6
primary care syndromic,Norway,2023-W05,ILIconsultationrate,0-4,69.3
primary care syndromic,Norway,2023-W05,ILIconsultationrate,15-64,110.7
primary care syndromic,Norway,2023-W05,ILIconsultationrate,5-14,62.4
primary care syndromic,Norway,2023-W05,ILIconsultationrate,65+,20.1
primary care syndromic,Norway,2023-W05,ILIconsultationrate,total,86.3
primary care syndromic,Norway,2023-W04,ILIconsultationrate,0-4,74.5
primary care syndromic,Norway,2023-W04,ILIconsultationrate,15-64,115.4
primary care syndromic,Norway,2023-W04,ILIconsultationrate,5-14,50.8
primary care syndromic,Norway,2023-W04,ILIconsultationrate,65+,23.3
primary care syndromic,Norway,2023-W04,ILIconsultationrate,total,88.9
primary care syndromic,Norway,2023-W03,ILIconsultationrate,0-4,79.3
primary care syndromic,Norway,2023-W03,ILIconsultationrate,15-64,124.6
primary care syndromic,Norway,2023-W03,ILIconsultationrate,5-14,50.0
primary care syndromic,Norway,2023-W03,ILIconsultationrate,65+,27.9
primary care syndromic,Norway,2023-W03,ILIconsultationrate,total,95.8
primary care syndromic,Norway,2023-W02,ILIconsultationrate,0-4,83.1
primary care syndromic,Norway,2023-W02,ILIconsultationrate,15-64,173.8
primary care syndromic,Norway,2023-W02,ILIconsultationrate,5-14,52.0
primary care syndromic,Norway,2023-W02,ILIconsultationrate,65+,50.4
primary care syndromic,Norway,2023-W02,ILIconsultationrate,total,132.3
primary care syndromic,Norway,2023-W01,ILIconsultationrate,0-4,93.9
primary care syndromic,Norway,2023-W01,ILIconsultationrate,15-64,253.1
primary care syndromic,Norway,2023-W01,ILIconsultationrate,5-14,48.9
primary care syndromic,Norway,2023-W01,ILIconsultationrate,65+,71.4
primary care syndromic,Norway,2023-W01,ILIconsultationrate,total,187.8
primary care syndromic,Poland,2026-W20,ILIconsultationrate,0-4,1004.2
primary care syndromic,Poland,2026-W20,ILIconsultationrate,15-64,135.2
primary care syndromic,Poland,2026-W20,ILIconsultationrate,5-14,378.9
primary care syndromic,Poland,2026-W20,ILIconsultationrate,65+,112.8
primary care syndromic,Poland,2026-W20,ILIconsultationrate,total,196.7
primary care syndromic,Poland,2026-W19,ILIconsultationrate,0-4,944.0
primary care syndromic,Poland,2026-W19,ILIconsultationrate,15-64,152.5
primary care syndromic,Poland,2026-W19,ILIconsultationrate,5-14,362.3
primary care syndromic,Poland,2026-W19,ILIconsultationrate,65+,133.3
primary care syndromic,Poland,2026-W19,ILIconsultationrate,total,207.4
primary care syndromic,Poland,2026-W18,ILIconsultationrate,0-4,972.5
primary care syndromic,Poland,2026-W18,ILIconsultationrate,15-64,123.1
primary care syndromic,Poland,2026-W18,ILIconsultationrate,5-14,416.7
primary care syndromic,Poland,2026-W18,ILIconsultationrate,65+,107.2
primary care syndromic,Poland,2026-W18,ILIconsultationrate,total,191.1
primary care syndromic,Poland,2026-W17,ILIconsultationrate,0-4,1291.2
primary care syndromic,Poland,2026-W17,ILIconsultationrate,15-64,215.8
primary care syndromic,Poland,2026-W17,ILIconsultationrate,5-14,585.2
primary care syndromic,Poland,2026-W17,ILIconsultationrate,65+,181.8
primary care syndromic,Poland,2026-W17,ILIconsultationrate,total,298.2
primary care syndromic,Poland,2026-W16,ILIconsultationrate,0-4,966.9
primary care syndromic,Poland,2026-W16,ILIconsultationrate,15-64,166.2
primary care syndromic,Poland,2026-W16,ILIconsultationrate,5-14,419.6
primary care syndromic,Poland,2026-W16,ILIconsultationrate,65+,142.7
primary care syndromic,Poland,2026-W16,ILIconsultationrate,total,225.8
primary care syndromic,Poland,2026-W15,ILIconsultationrate,0-4,1017.4
primary care syndromic,Poland,2026-W15,ILIconsultationrate,15-64,158.9
primary care syndromic,Poland,2026-W15,ILIconsultationrate,5-14,451.3
primary care syndromic,Poland,2026-W15,ILIconsultationrate,65+,127.7
primary care syndromic,Poland,2026-W15,ILIconsultationrate,total,224.1
primary care syndromic,Poland,2026-W14,ILIconsultationrate,0-4,1648.1
primary care syndromic,Poland,2026-W14,ILIconsultationrate,15-64,221.5
primary care syndromic,Poland,2026-W14,ILIconsultationrate,5-14,766.6
primary care syndromic,Poland,2026-W14,ILIconsultationrate,65+,188.0
primary care syndromic,Poland,2026-W14,ILIconsultationrate,total,339.1
primary care syndromic,Poland,2026-W13,ILIconsultationrate,0-4,1545.2
primary care syndromic,Poland,2026-W13,ILIconsultationrate,15-64,183.7
primary care syndromic,Poland,2026-W13,ILIconsultationrate,5-14,675.9
primary care syndromic,Poland,2026-W13,ILIconsultationrate,65+,134.5
primary care syndromic,Poland,2026-W13,ILIconsultationrate,total,289.9
primary care syndromic,Poland,2026-W12,ILIconsultationrate,0-4,1513.6
primary care syndromic,Poland,2026-W12,ILIconsultationrate,15-64,216.5
primary care syndromic,Poland,2026-W12,ILIconsultationrate,5-14,656.8
primary care syndromic,Poland,2026-W12,ILIconsultationrate,65+,156.5
primary care syndromic,Poland,2026-W12,ILIconsultationrate,total,310.5
primary care syndromic,Poland,2026-W11,ILIconsultationrate,0-4,1579.9
primary care syndromic,Poland,2026-W11,ILIconsultationrate,15-64,224.2
primary care syndromic,Poland,2026-W11,ILIconsultationrate,5-14,703.3
primary care syndromic,Poland,2026-W11,ILIconsultationrate,65+,180.6
primary care syndromic,Poland,2026-W11,ILIconsultationrate,total,330.5
primary care syndromic,Poland,2026-W10,ILIconsultationrate,0-4,1405.2
primary care syndromic,Poland,2026-W10,ILIconsultationrate,15-64,246.3
primary care syndromic,Poland,2026-W10,ILIconsultationrate,5-14,614.0
primary care syndromic,Poland,2026-W10,ILIconsultationrate,65+,183.2
primary care syndromic,Poland,2026-W10,ILIconsultationrate,total,326.5
primary care syndromic,Poland,2026-W09,ILIconsultationrate,0-4,1556.4
primary care syndromic,Poland,2026-W09,ILIconsultationrate,15-64,295.1
primary care syndromic,Poland,2026-W09,ILIconsultationrate,5-14,716.5
primary care syndromic,Poland,2026-W09,ILIconsultationrate,65+,216.8
primary care syndromic,Poland,2026-W09,ILIconsultationrate,total,383.5
primary care syndromic,Poland,2026-W08,ILIconsultationrate,0-4,1790.5
primary care syndromic,Poland,2026-W08,ILIconsultationrate,15-64,378.8
primary care syndromic,Poland,2026-W08,ILIconsultationrate,5-14,916.6
primary care syndromic,Poland,2026-W08,ILIconsultationrate,65+,291.1
primary care syndromic,Poland,2026-W08,ILIconsultationrate,total,485.0
primary care syndromic,Poland,2026-W07,ILIconsultationrate,0-4,2001.7
primary care syndromic,Poland,2026-W07,ILIconsultationrate,15-64,505.0
primary care syndromic,Poland,2026-W07,ILIconsultationrate,5-14,1203.3
primary care syndromic,Poland,2026-W07,ILIconsultationrate,65+,366.9
primary care syndromic,Poland,2026-W07,ILIconsultationrate,total,628.4
primary care syndromic,Poland,2026-W06,ILIconsultationrate,0-4,2435.3
primary care syndromic,Poland,2026-W06,ILIconsultationrate,15-64,607.0
primary care syndromic,Poland,2026-W06,ILIconsultationrate,5-14,1737.9
primary care syndromic,Poland,2026-W06,ILIconsultationrate,65+,426.8
primary care syndromic,Poland,2026-W06,ILIconsultationrate,total,784.3
primary care syndromic,Poland,2026-W05,ILIconsultationrate,0-4,2040.3
primary care syndromic,Poland,2026-W05,ILIconsultationrate,15-64,503.4
primary care syndromic,Poland,2026-W05,ILIconsultationrate,5-14,1787.9
primary care syndromic,Poland,2026-W05,ILIconsultationrate,65+,299.8
primary care syndromic,Poland,2026-W05,ILIconsultationrate,total,684.4
primary care syndromic,Poland,2026-W04,ILIconsultationrate,0-4,1872.5
primary care syndromic,Poland,2026-W04,ILIconsultationrate,15-64,378.1
primary care syndromic,Poland,2026-W04,ILIconsultationrate,5-14,1277.2
primary care syndromic,Poland,2026-W04,ILIconsultationrate,65+,235.9
primary care syndromic,Poland,2026-W04,ILIconsultationrate,total,515.9
primary care syndromic,Poland,2026-W03,ILIconsultationrate,0-4,1148.5
primary care syndromic,Poland,2026-W03,ILIconsultationrate,15-64,265.1
primary care syndromic,Poland,2026-W03,ILIconsultationrate,5-14,684.6
primary care syndromic,Poland,2026-W03,ILIconsultationrate,65+,202.7
primary care syndromic,Poland,2026-W03,ILIconsultationrate,total,339.4
primary care syndromic,Poland,2026-W02,ILIconsultationrate,0-4,1164.7
primary care syndromic,Poland,2026-W02,ILIconsultationrate,15-64,199.7
primary care syndromic,Poland,2026-W02,ILIconsultationrate,5-14,476.8
primary care syndromic,Poland,2026-W02,ILIconsultationrate,65+,171.5
primary care syndromic,Poland,2026-W02,ILIconsultationrate,total,268.5
primary care syndromic,Poland,2026-W01,ILIconsultationrate,0-4,1164.7
primary care syndromic,Poland,2026-W01,ILIconsultationrate,15-64,199.7
primary care syndromic,Poland,2026-W01,ILIconsultationrate,5-14,476.8
primary care syndromic,Poland,2026-W01,ILIconsultationrate,65+,171.5
primary care syndromic,Poland,2026-W01,ILIconsultationrate,total,268.5
primary care syndromic,Poland,2025-W52,ILIconsultationrate,0-4,904.0
primary care syndromic,Poland,2025-W52,ILIconsultationrate,15-64,122.7
primary care syndromic,Poland,2025-W52,ILIconsultationrate,5-14,470.6
primary care syndromic,Poland,2025-W52,ILIconsultationrate,65+,82.5
primary care syndromic,Poland,2025-W52,ILIconsultationrate,total,187.9
primary care syndromic,Poland,2025-W51,ILIconsultationrate,0-4,1519.9
primary care syndromic,Poland,2025-W51,ILIconsultationrate,15-64,255.0
primary care syndromic,Poland,2025-W51,ILIconsultationrate,5-14,784.6
primary care syndromic,Poland,2025-W51,ILIconsultationrate,65+,187.5
primary care syndromic,Poland,2025-W51,ILIconsultationrate,total,356.6
primary care syndromic,Poland,2025-W50,ILIconsultationrate,0-4,1536.7
primary care syndromic,Poland,2025-W50,ILIconsultationrate,15-64,255.6
primary care syndromic,Poland,2025-W50,ILIconsultationrate,5-14,822.6
primary care syndromic,Poland,2025-W50,ILIconsultationrate,65+,176.6
primary care syndromic,Poland,2025-W50,ILIconsultationrate,total,361.4
primary care syndromic,Poland,2025-W49,ILIconsultationrate,0-4,1178.3
primary care syndromic,Poland,2025-W49,ILIconsultationrate,15-64,222.3
primary care syndromic,Poland,2025-W49,ILIconsultationrate,5-14,583.7
primary care syndromic,Poland,2025-W49,ILIconsultationrate,65+,146.8
primary care syndromic,Poland,2025-W49,ILIconsultationrate,total,291.0
primary care syndromic,Poland,2025-W48,ILIconsultationrate,0-4,1132.7
primary care syndromic,Poland,2025-W48,ILIconsultationrate,15-64,210.0
primary care syndromic,Poland,2025-W48,ILIconsultationrate,5-14,473.0
primary care syndromic,Poland,2025-W48,ILIconsultationrate,65+,133.9
primary care syndromic,Poland,2025-W48,ILIconsultationrate,total,265.6
primary care syndromic,Poland,2025-W47,ILIconsultationrate,0-4,990.0
primary care syndromic,Poland,2025-W47,ILIconsultationrate,15-64,178.7
primary care syndromic,Poland,2025-W47,ILIconsultationrate,5-14,440.7
primary care syndromic,Poland,2025-W47,ILIconsultationrate,65+,129.5
primary care syndromic,Poland,2025-W47,ILIconsultationrate,total,235.0
primary care syndromic,Poland,2025-W46,ILIconsultationrate,0-4,889.1
primary care syndromic,Poland,2025-W46,ILIconsultationrate,15-64,156.6
primary care syndromic,Poland,2025-W46,ILIconsultationrate,5-14,380.8
