Meldungen,Saison,Erkrankung,Altersgruppe,Region,Kalenderwoche,Inzidenz
1525,2024/25,ARE,5-14,Bundesweit,2025-W31,5200
1505,2024/25,ARE,15-34,Bundesweit,2025-W31,4459
4946,2024/25,ARE,35-59,Bundesweit,2025-W31,3998
3694,2024/25,ARE,60+,Bundesweit,2025-W31,1766
3350,2024/25,ARE,00+,Sueden,2025-W31,4647
4226,2024/25,ARE,00+,Mitte (West),2025-W31,3174
2230,2024/25,ARE,00+,Norden (West),2025-W31,3404
2290,2024/25,ARE,00+,Osten,2025-W31,4227
10145,2024/25,ARE,15+,Bundesweit,2025-W31,3339
12096,2024/25,ARE,00+,Bundesweit,2025-W31,3824
1951,2024/25,ARE,0-14,Bundesweit,2025-W31,6842
426,2024/25,ILI,0-4,Bundesweit,2025-W31,2060
1525,2024/25,ILI,5-14,Bundesweit,2025-W31,1125
1505,2024/25,ILI,15-34,Bundesweit,2025-W31,1245
4946,2024/25,ILI,35-59,Bundesweit,2025-W31,633
3694,2024/25,ILI,60+,Bundesweit,2025-W31,366
3350,2024/25,ILI,00+,Sueden,2025-W31,860
4226,2024/25,ILI,00+,Mitte (West),2025-W31,659
2230,2024/25,ILI,00+,Norden (West),2025-W31,461
2290,2024/25,ILI,00+,Osten,2025-W31,1301
10145,2024/25,ILI,15+,Bundesweit,2025-W31,700
12096,2024/25,ILI,00+,Bundesweit,2025-W31,800
1951,2024/25,ILI,0-14,Bundesweit,2025-W31,1420
433,2024/25,ARE,0-4,Bundesweit,2025-W32,7755
1527,2024/25,ARE,5-14,Bundesweit,2025-W32,2689
1489,2024/25,ARE,15-34,Bundesweit,2025-W32,3348
4941,2024/25,ARE,35-59,Bundesweit,2025-W32,3610
3668,2024/25,ARE,60+,Bundesweit,2025-W32,2382
3321,2024/25,ARE,00+,Sueden,2025-W32,4853
4188,2024/25,ARE,00+,Mitte (West),2025-W32,2142
2232,2024/25,ARE,00+,Norden (West),2025-W32,3483
2317,2024/25,ARE,00+,Osten,2025-W32,2865
10098,2024/25,ARE,15+,Bundesweit,2025-W32,3112
12058,2024/25,ARE,00+,Bundesweit,2025-W32,3276
1960,2024/25,ARE,0-14,Bundesweit,2025-W32,4290
433,2024/25,ILI,0-4,Bundesweit,2025-W32,1579
1527,2024/25,ILI,5-14,Bundesweit,2025-W32,388
1489,2024/25,ILI,15-34,Bundesweit,2025-W32,399
4941,2024/25,ILI,35-59,Bundesweit,2025-W32,412
3668,2024/25,ILI,60+,Bundesweit,2025-W32,426
3321,2024/25,ILI,00+,Sueden,2025-W32,771
4188,2024/25,ILI,00+,Mitte (West),2025-W32,295
2232,2024/25,ILI,00+,Norden (West),2025-W32,457
2317,2024/25,ILI,00+,Osten,2025-W32,326
10098,2024/25,ILI,15+,Bundesweit,2025-W32,414
12058,2024/25,ILI,00+,Bundesweit,2025-W32,462
1960,2024/25,ILI,0-14,Bundesweit,2025-W32,764
444,2024/25,ARE,0-4,Bundesweit,2025-W33,6801
1545,2024/25,ARE,5-14,Bundesweit,2025-W33,2469
1516,2024/25,ARE,15-34,Bundesweit,2025-W33,2677
4981,2024/25,ARE,35-59,Bundesweit,2025-W33,2882
3705,2024/25,ARE,60+,Bundesweit,2025-W33,1734
3345,2024/25,ARE,00+,Sueden,2025-W33,3465
4261,2024/25,ARE,00+,Mitte (West),2025-W33,1964
2250,2024/25,ARE,00+,Norden (West),2025-W33,2561
2335,2024/25,ARE,00+,Osten,2025-W33,2696
10202,2024/25,ARE,15+,Bundesweit,2025-W33,2428
12191,2024/25,ARE,00+,Bundesweit,2025-W33,2626
1989,2024/25,ARE,0-14,Bundesweit,2025-W33,3852
444,2024/25,ILI,0-4,Bundesweit,2025-W33,3429
1545,2024/25,ILI,5-14,Bundesweit,2025-W33,655
1516,2024/25,ILI,15-34,Bundesweit,2025-W33,500
4981,2024/25,ILI,35-59,Bundesweit,2025-W33,585
3705,2024/25,ILI,60+,Bundesweit,2025-W33,463
3345,2024/25,ILI,00+,Sueden,2025-W33,843
4261,2024/25,ILI,00+,Mitte (West),2025-W33,548
2250,2024/25,ILI,00+,Norden (West),2025-W33,722
2335,2024/25,ILI,00+,Osten,2025-W33,553
10202,2024/25,ILI,15+,Bundesweit,2025-W33,520
12191,2024/25,ILI,00+,Bundesweit,2025-W33,662
1989,2024/25,ILI,0-14,Bundesweit,2025-W33,1540
443,2024/25,ARE,0-4,Bundesweit,2025-W34,8307
1543,2024/25,ARE,5-14,Bundesweit,2025-W34,3771
1509,2024/25,ARE,15-34,Bundesweit,2025-W34,4192
4994,2024/25,ARE,35-59,Bundesweit,2025-W34,3460
3688,2024/25,ARE,60+,Bundesweit,2025-W34,2430
3361,2024/25,ARE,00+,Sueden,2025-W34,3330
4221,2024/25,ARE,00+,Mitte (West),2025-W34,3239
2263,2024/25,ARE,00+,Norden (West),2025-W34,4316
2332,2024/25,ARE,00+,Osten,2025-W34,3751
10191,2024/25,ARE,15+,Bundesweit,2025-W34,3294
12177,2024/25,ARE,00+,Bundesweit,2025-W34,3563
1986,2024/25,ARE,0-14,Bundesweit,2025-W34,5225
443,2024/25,ILI,0-4,Bundesweit,2025-W34,1343
1543,2024/25,ILI,5-14,Bundesweit,2025-W34,455
1509,2024/25,ILI,15-34,Bundesweit,2025-W34,822
4994,2024/25,ILI,35-59,Bundesweit,2025-W34,294
3688,2024/25,ILI,60+,Bundesweit,2025-W34,488
3361,2024/25,ILI,00+,Sueden,2025-W34,499
4221,2024/25,ILI,00+,Mitte (West),2025-W34,501
2263,2024/25,ILI,00+,Norden (West),2025-W34,836
2332,2024/25,ILI,00+,Osten,2025-W34,350
10191,2024/25,ILI,15+,Bundesweit,2025-W34,500
12177,2024/25,ILI,00+,Bundesweit,2025-W34,534
1986,2024/25,ILI,0-14,Bundesweit,2025-W34,740
454,2024/25,ARE,0-4,Bundesweit,2025-W35,10364
1563,2024/25,ARE,5-14,Bundesweit,2025-W35,5259
1505,2024/25,ARE,15-34,Bundesweit,2025-W35,5240
5001,2024/25,ARE,35-59,Bundesweit,2025-W35,3673
3661,2024/25,ARE,60+,Bundesweit,2025-W35,1623
3371,2024/25,ARE,00+,Sueden,2025-W35,2416
4237,2024/25,ARE,00+,Mitte (West),2025-W35,4025
2254,2024/25,ARE,00+,Norden (West),2025-W35,4745
2322,2024/25,ARE,00+,Osten,2025-W35,4789
10167,2024/25,ARE,15+,Bundesweit,2025-W35,3368
12184,2024/25,ARE,00+,Bundesweit,2025-W35,3859
2017,2024/25,ARE,0-14,Bundesweit,2025-W35,6890
454,2024/25,ILI,0-4,Bundesweit,2025-W35,3139
1563,2024/25,ILI,5-14,Bundesweit,2025-W35,985
1505,2024/25,ILI,15-34,Bundesweit,2025-W35,673
5001,2024/25,ILI,35-59,Bundesweit,2025-W35,584
3661,2024/25,ILI,60+,Bundesweit,2025-W35,204
3371,2024/25,ILI,00+,Sueden,2025-W35,419
4237,2024/25,ILI,00+,Mitte (West),2025-W35,533
2254,2024/25,ILI,00+,Norden (West),2025-W35,912
2322,2024/25,ILI,00+,Osten,2025-W35,898
10167,2024/25,ILI,15+,Bundesweit,2025-W35,474
12184,2024/25,ILI,00+,Bundesweit,2025-W35,641
2017,2024/25,ILI,0-14,Bundesweit,2025-W35,1673
446,2024/25,ARE,0-4,Bundesweit,2025-W36,9417
1585,2024/25,ARE,5-14,Bundesweit,2025-W36,5582
1521,2024/25,ARE,15-34,Bundesweit,2025-W36,4734
5064,2024/25,ARE,35-59,Bundesweit,2025-W36,4106
3696,2024/25,ARE,60+,Bundesweit,2025-W36,2008
3435,2024/25,ARE,00+,Sueden,2025-W36,2223
4269,2024/25,ARE,00+,Mitte (West),2025-W36,5164
2272,2024/25,ARE,00+,Norden (West),2025-W36,4603
2336,2024/25,ARE,00+,Osten,2025-W36,3842
10281,2024/25,ARE,15+,Bundesweit,2025-W36,3539
12312,2024/25,ARE,00+,Bundesweit,2025-W36,3990
2031,2024/25,ARE,0-14,Bundesweit,2025-W36,6799
446,2024/25,ILI,0-4,Bundesweit,2025-W36,1906
1585,2024/25,ILI,5-14,Bundesweit,2025-W36,1379
1521,2024/25,ILI,15-34,Bundesweit,2025-W36,1031
5064,2024/25,ILI,35-59,Bundesweit,2025-W36,641
3696,2024/25,ILI,60+,Bundesweit,2025-W36,390
3435,2024/25,ILI,00+,Sueden,2025-W36,460
4269,2024/25,ILI,00+,Mitte (West),2025-W36,1018
2272,2024/25,ILI,00+,Norden (West),2025-W36,861
2336,2024/25,ILI,00+,Osten,2025-W36,731
10281,2024/25,ILI,15+,Bundesweit,2025-W36,656
12312,2024/25,ILI,00+,Bundesweit,2025-W36,779
2031,2024/25,ILI,0-14,Bundesweit,2025-W36,1546
452,2024/25,ARE,0-4,Bundesweit,2025-W37,12527
1623,2024/25,ARE,5-14,Bundesweit,2025-W37,9120
1560,2024/25,ARE,15-34,Bundesweit,2025-W37,8169
5127,2024/25,ARE,35-59,Bundesweit,2025-W37,4858
3708,2024/25,ARE,60+,Bundesweit,2025-W37,2868
3487,2024/25,ARE,00+,Sueden,2025-W37,3931
4315,2024/25,ARE,00+,Mitte (West),2025-W37,7178
2285,2024/25,ARE,00+,Norden (West),2025-W37,5786
2383,2024/25,ARE,00+,Osten,2025-W37,5788
10395,2024/25,ARE,15+,Bundesweit,2025-W37,5033
12470,2024/25,ARE,00+,Bundesweit,2025-W37,5750
2075,2024/25,ARE,0-14,Bundesweit,2025-W37,10205
452,2024/25,ILI,0-4,Bundesweit,2025-W37,3897
1623,2024/25,ILI,5-14,Bundesweit,2025-W37,2194
1560,2024/25,ILI,15-34,Bundesweit,2025-W37,931
5127,2024/25,ILI,35-59,Bundesweit,2025-W37,816
3708,2024/25,ILI,60+,Bundesweit,2025-W37,462
3487,2024/25,ILI,00+,Sueden,2025-W37,775
4315,2024/25,ILI,00+,Mitte (West),2025-W37,895
2285,2024/25,ILI,00+,Norden (West),2025-W37,1342
2383,2024/25,ILI,00+,Osten,2025-W37,1199
10395,2024/25,ILI,15+,Bundesweit,2025-W37,723
12470,2024/25,ILI,00+,Bundesweit,2025-W37,1002
2075,2024/25,ILI,0-14,Bundesweit,2025-W37,2736
445,2024/25,ARE,0-4,Bundesweit,2025-W38,13483
1625,2024/25,ARE,5-14,Bundesweit,2025-W38,9525
1577,2024/25,ARE,15-34,Bundesweit,2025-W38,9249
5154,2024/25,ARE,35-59,Bundesweit,2025-W38,5981
3741,2024/25,ARE,60+,Bundesweit,2025-W38,3607
3532,2024/25,ARE,00+,Sueden,2025-W38,6235
4306,2024/25,ARE,00+,Mitte (West),2025-W38,6923
2319,2024/25,ARE,00+,Norden (West),2025-W38,7434
2385,2024/25,ARE,00+,Osten,2025-W38,6088
10472,2024/25,ARE,15+,Bundesweit,2025-W38,6008
12542,2024/25,ARE,00+,Bundesweit,2025-W38,6665
2070,2024/25,ARE,0-14,Bundesweit,2025-W38,10774
445,2024/25,ILI,0-4,Bundesweit,2025-W38,3441
1625,2024/25,ILI,5-14,Bundesweit,2025-W38,1987
1577,2024/25,ILI,15-34,Bundesweit,2025-W38,1739
5154,2024/25,ILI,35-59,Bundesweit,2025-W38,869
3741,2024/25,ILI,60+,Bundesweit,2025-W38,669
3532,2024/25,ILI,00+,Sueden,2025-W38,1000
4306,2024/25,ILI,00+,Mitte (West),2025-W38,1356
2319,2024/25,ILI,00+,Norden (West),2025-W38,1714
2385,2024/25,ILI,00+,Osten,2025-W38,834
10472,2024/25,ILI,15+,Bundesweit,2025-W38,1027
12542,2024/25,ILI,00+,Bundesweit,2025-W38,1223
2070,2024/25,ILI,0-14,Bundesweit,2025-W38,2446
442,2024/25,ARE,0-4,Bundesweit,2025-W39,18735
1627,2024/25,ARE,5-14,Bundesweit,2025-W39,10489
1579,2024/25,ARE,15-34,Bundesweit,2025-W39,10941
5171,2024/25,ARE,35-59,Bundesweit,2025-W39,6787
3755,2024/25,ARE,60+,Bundesweit,2025-W39,4437
3553,2024/25,ARE,00+,Sueden,2025-W39,8358
4303,2024/25,ARE,00+,Mitte (West),2025-W39,7083
2321,2024/25,ARE,00+,Norden (West),2025-W39,8113
2397,2024/25,ARE,00+,Osten,2025-W39,8458
10505,2024/25,ARE,15+,Bundesweit,2025-W39,7056
12574,2024/25,ARE,00+,Bundesweit,2025-W39,7895
2069,2024/25,ARE,0-14,Bundesweit,2025-W39,13101
442,2024/25,ILI,0-4,Bundesweit,2025-W39,3117
1627,2024/25,ILI,5-14,Bundesweit,2025-W39,1111
1579,2024/25,ILI,15-34,Bundesweit,2025-W39,2474
5171,2024/25,ILI,35-59,Bundesweit,2025-W39,1132
3755,2024/25,ILI,60+,Bundesweit,2025-W39,693
3553,2024/25,ILI,00+,Sueden,2025-W39,1768
4303,2024/25,ILI,00+,Mitte (West),2025-W39,1185
2321,2024/25,ILI,00+,Norden (West),2025-W39,1552
2397,2024/25,ILI,00+,Osten,2025-W39,1032
10505,2024/25,ILI,15+,Bundesweit,2025-W39,1331
12574,2024/25,ILI,00+,Bundesweit,2025-W39,1388
2069,2024/25,ILI,0-14,Bundesweit,2025-W39,1746
451,2025/26,ARE,0-4,Bundesweit,2025-W40,13223
1624,2025/26,ARE,5-14,Bundesweit,2025-W40,11162
1565,2025/26,ARE,15-34,Bundesweit,2025-W40,11230
5193,2025/26,ARE,35-59,Bundesweit,2025-W40,8315
3758,2025/26,ARE,60+,Bundesweit,2025-W40,5059
3539,2025/26,ARE,00+,Sueden,2025-W40,10383
4321,2025/26,ARE,00+,Mitte (West),2025-W40,7460
2328,2025/26,ARE,00+,Norden (West),2025-W40,8189
2403,2025/26,ARE,00+,Osten,2025-W40,7744
10516,2025/26,ARE,15+,Bundesweit,2025-W40,7934
12591,2025/26,ARE,00+,Bundesweit,2025-W40,8470
2075,2025/26,ARE,0-14,Bundesweit,2025-W40,11815
451,2025/26,ILI,0-4,Bundesweit,2025-W40,2150
1624,2025/26,ILI,5-14,Bundesweit,2025-W40,2384
1565,2025/26,ILI,15-34,Bundesweit,2025-W40,1921
5193,2025/26,ILI,35-59,Bundesweit,2025-W40,1145
3758,2025/26,ILI,60+,Bundesweit,2025-W40,1019
3539,2025/26,ILI,00+,Sueden,2025-W40,1884
4321,2025/26,ILI,00+,Mitte (West),2025-W40,1140
2328,2025/26,ILI,00+,Norden (West),2025-W40,1728
2403,2025/26,ILI,00+,Osten,2025-W40,1058
10516,2025/26,ILI,15+,Bundesweit,2025-W40,1303
12591,2025/26,ILI,00+,Bundesweit,2025-W40,1442
2075,2025/26,ILI,0-14,Bundesweit,2025-W40,2310
471,2025/26,ARE,0-4,Bundesweit,2025-W41,10866
1634,2025/26,ARE,5-14,Bundesweit,2025-W41,8718
1579,2025/26,ARE,15-34,Bundesweit,2025-W41,10699
5256,2025/26,ARE,35-59,Bundesweit,2025-W41,7415
3813,2025/26,ARE,60+,Bundesweit,2025-W41,4621
3575,2025/26,ARE,00+,Sueden,2025-W41,8556
4382,2025/26,ARE,00+,Mitte (West),2025-W41,7163
2384,2025/26,ARE,00+,Norden (West),2025-W41,6851
2412,2025/26,ARE,00+,Osten,2025-W41,7637
10648,2025/26,ARE,15+,Bundesweit,2025-W41,7292
12753,2025/26,ARE,00+,Bundesweit,2025-W41,7584
2105,2025/26,ARE,0-14,Bundesweit,2025-W41,9398
471,2025/26,ILI,0-4,Bundesweit,2025-W41,2758
1634,2025/26,ILI,5-14,Bundesweit,2025-W41,1589
1579,2025/26,ILI,15-34,Bundesweit,2025-W41,2370
5256,2025/26,ILI,35-59,Bundesweit,2025-W41,1288
3813,2025/26,ILI,60+,Bundesweit,2025-W41,959
3575,2025/26,ILI,00+,Sueden,2025-W41,2145
4382,2025/26,ILI,00+,Mitte (West),2025-W41,1482
2384,2025/26,ILI,00+,Norden (West),2025-W41,1139
2412,2025/26,ILI,00+,Osten,2025-W41,1064
10648,2025/26,ILI,15+,Bundesweit,2025-W41,1455
12753,2025/26,ILI,00+,Bundesweit,2025-W41,1525
2105,2025/26,ILI,0-14,Bundesweit,2025-W41,1959
492,2025/26,ARE,0-4,Bundesweit,2025-W42,15649
1676,2025/26,ARE,5-14,Bundesweit,2025-W42,6787
1601,2025/26,ARE,15-34,Bundesweit,2025-W42,7631
5328,2025/26,ARE,35-59,Bundesweit,2025-W42,7802
3847,2025/26,ARE,60+,Bundesweit,2025-W42,5290
3606,2025/26,ARE,00+,Sueden,2025-W42,8867
4465,2025/26,ARE,00+,Mitte (West),2025-W42,6191
2430,2025/26,ARE,00+,Norden (West),2025-W42,6520
2443,2025/26,ARE,00+,Osten,2025-W42,7560
10776,2025/26,ARE,15+,Bundesweit,2025-W42,6880
12944,2025/26,ARE,00+,Bundesweit,2025-W42,7257
2168,2025/26,ARE,0-14,Bundesweit,2025-W42,9596
492,2025/26,ILI,0-4,Bundesweit,2025-W42,3093
1676,2025/26,ILI,5-14,Bundesweit,2025-W42,1258
1601,2025/26,ILI,15-34,Bundesweit,2025-W42,1547
5328,2025/26,ILI,35-59,Bundesweit,2025-W42,1299
3847,2025/26,ILI,60+,Bundesweit,2025-W42,988
3606,2025/26,ILI,00+,Sueden,2025-W42,2047
4465,2025/26,ILI,00+,Mitte (West),2025-W42,1190
2430,2025/26,ILI,00+,Norden (West),2025-W42,982
2443,2025/26,ILI,00+,Osten,2025-W42,909
10776,2025/26,ILI,15+,Bundesweit,2025-W42,1256
12944,2025/26,ILI,00+,Bundesweit,2025-W42,1337
2168,2025/26,ILI,0-14,Bundesweit,2025-W42,1839
480,2025/26,ARE,0-4,Bundesweit,2025-W43,12373
1678,2025/26,ARE,5-14,Bundesweit,2025-W43,5590
1603,2025/26,ARE,15-34,Bundesweit,2025-W43,6191
5344,2025/26,ARE,35-59,Bundesweit,2025-W43,5594
3867,2025/26,ARE,60+,Bundesweit,2025-W43,4922
3608,2025/26,ARE,00+,Sueden,2025-W43,6638
4470,2025/26,ARE,00+,Mitte (West),2025-W43,5796
2417,2025/26,ARE,00+,Norden (West),2025-W43,5519
2477,2025/26,ARE,00+,Osten,2025-W43,4969
10814,2025/26,ARE,15+,Bundesweit,2025-W43,5516
12972,2025/26,ARE,00+,Bundesweit,2025-W43,5821
2158,2025/26,ARE,0-14,Bundesweit,2025-W43,7722
480,2025/26,ILI,0-4,Bundesweit,2025-W43,2098
1678,2025/26,ILI,5-14,Bundesweit,2025-W43,1467
1603,2025/26,ILI,15-34,Bundesweit,2025-W43,688
5344,2025/26,ILI,35-59,Bundesweit,2025-W43,1012
3867,2025/26,ILI,60+,Bundesweit,2025-W43,948
3608,2025/26,ILI,00+,Sueden,2025-W43,1256
4470,2025/26,ILI,00+,Mitte (West),2025-W43,1007
2417,2025/26,ILI,00+,Norden (West),2025-W43,772
2477,2025/26,ILI,00+,Osten,2025-W43,888
10814,2025/26,ILI,15+,Bundesweit,2025-W43,904
12972,2025/26,ILI,00+,Bundesweit,2025-W43,1010
2158,2025/26,ILI,0-14,Bundesweit,2025-W43,1665
507,2025/26,ARE,0-4,Bundesweit,2025-W44,12162
1708,2025/26,ARE,5-14,Bundesweit,2025-W44,7402
1620,2025/26,ARE,15-34,Bundesweit,2025-W44,5252
5415,2025/26,ARE,35-59,Bundesweit,2025-W44,5280
3858,2025/26,ARE,60+,Bundesweit,2025-W44,4423
3643,2025/26,ARE,00+,Sueden,2025-W44,5636
4534,2025/26,ARE,00+,Mitte (West),2025-W44,5476
2424,2025/26,ARE,00+,Norden (West),2025-W44,4734
2507,2025/26,ARE,00+,Osten,2025-W44,6195
10893,2025/26,ARE,15+,Bundesweit,2025-W44,4973
13108,2025/26,ARE,00+,Bundesweit,2025-W44,5521
2215,2025/26,ARE,0-14,Bundesweit,2025-W44,8915
507,2025/26,ILI,0-4,Bundesweit,2025-W44,3689
1708,2025/26,ILI,5-14,Bundesweit,2025-W44,2042
1620,2025/26,ILI,15-34,Bundesweit,2025-W44,932
5415,2025/26,ILI,35-59,Bundesweit,2025-W44,638
3858,2025/26,ILI,60+,Bundesweit,2025-W44,777
3643,2025/26,ILI,00+,Sueden,2025-W44,917
4534,2025/26,ILI,00+,Mitte (West),2025-W44,1276
2424,2025/26,ILI,00+,Norden (West),2025-W44,699
2507,2025/26,ILI,00+,Osten,2025-W44,988
10893,2025/26,ILI,15+,Bundesweit,2025-W44,764
13108,2025/26,ILI,00+,Bundesweit,2025-W44,1015
2215,2025/26,ILI,0-14,Bundesweit,2025-W44,2566
514,2025/26,ARE,0-4,Bundesweit,2025-W45,10498
1711,2025/26,ARE,5-14,Bundesweit,2025-W45,7481
1623,2025/26,ARE,15-34,Bundesweit,2025-W45,5887
5417,2025/26,ARE,35-59,Bundesweit,2025-W45,5437
3868,2025/26,ARE,60+,Bundesweit,2025-W45,3756
3662,2025/26,ARE,00+,Sueden,2025-W45,5020
4501,2025/26,ARE,00+,Mitte (West),2025-W45,6013
2434,2025/26,ARE,00+,Norden (West),2025-W45,5552
2536,2025/26,ARE,00+,Osten,2025-W45,4964
10908,2025/26,ARE,15+,Bundesweit,2025-W45,4969
13133,2025/26,ARE,00+,Bundesweit,2025-W45,5448
2225,2025/26,ARE,0-14,Bundesweit,2025-W45,8434
514,2025/26,ILI,0-4,Bundesweit,2025-W45,3697
1711,2025/26,ILI,5-14,Bundesweit,2025-W45,1666
1623,2025/26,ILI,15-34,Bundesweit,2025-W45,722
5417,2025/26,ILI,35-59,Bundesweit,2025-W45,768
3868,2025/26,ILI,60+,Bundesweit,2025-W45,782
3662,2025/26,ILI,00+,Sueden,2025-W45,904
4501,2025/26,ILI,00+,Mitte (West),2025-W45,1215
2434,2025/26,ILI,00+,Norden (West),2025-W45,896
2536,2025/26,ILI,00+,Osten,2025-W45,725
10908,2025/26,ILI,15+,Bundesweit,2025-W45,761
13133,2025/26,ILI,00+,Bundesweit,2025-W45,975
2225,2025/26,ILI,0-14,Bundesweit,2025-W45,2308
522,2025/26,ARE,0-4,Bundesweit,2025-W46,12231
1725,2025/26,ARE,5-14,Bundesweit,2025-W46,10473
1627,2025/26,ARE,15-34,Bundesweit,2025-W46,7807
5496,2025/26,ARE,35-59,Bundesweit,2025-W46,6121
3880,2025/26,ARE,60+,Bundesweit,2025-W46,3475
3707,2025/26,ARE,00+,Sueden,2025-W46,5062
4544,2025/26,ARE,00+,Mitte (West),2025-W46,7125
2444,2025/26,ARE,00+,Norden (West),2025-W46,7694
2555,2025/26,ARE,00+,Osten,2025-W46,5717
11003,2025/26,ARE,15+,Bundesweit,2025-W46,5638
13250,2025/26,ARE,00+,Bundesweit,2025-W46,6382
2247,2025/26,ARE,0-14,Bundesweit,2025-W46,11029
522,2025/26,ILI,0-4,Bundesweit,2025-W46,3594
1725,2025/26,ILI,5-14,Bundesweit,2025-W46,2870
1627,2025/26,ILI,15-34,Bundesweit,2025-W46,1210
5496,2025/26,ILI,35-59,Bundesweit,2025-W46,995
3880,2025/26,ILI,60+,Bundesweit,2025-W46,535
3707,2025/26,ILI,00+,Sueden,2025-W46,1230
4544,2025/26,ILI,00+,Mitte (West),2025-W46,1282
2444,2025/26,ILI,00+,Norden (West),2025-W46,1404
2555,2025/26,ILI,00+,Osten,2025-W46,791
11003,2025/26,ILI,15+,Bundesweit,2025-W46,891
13250,2025/26,ILI,00+,Bundesweit,2025-W46,1196
2247,2025/26,ILI,0-14,Bundesweit,2025-W46,3099
531,2025/26,ARE,0-4,Bundesweit,2025-W47,19229
1716,2025/26,ARE,5-14,Bundesweit,2025-W47,12513
1636,2025/26,ARE,15-34,Bundesweit,2025-W47,9839
5481,2025/26,ARE,35-59,Bundesweit,2025-W47,6819
3889,2025/26,ARE,60+,Bundesweit,2025-W47,4236
3739,2025/26,ARE,00+,Sueden,2025-W47,6322
4539,2025/26,ARE,00+,Mitte (West),2025-W47,8435
2430,2025/26,ARE,00+,Norden (West),2025-W47,9667
2545,2025/26,ARE,00+,Osten,2025-W47,7036
11006,2025/26,ARE,15+,Bundesweit,2025-W47,6707
13253,2025/26,ARE,00+,Bundesweit,2025-W47,7796
2247,2025/26,ARE,0-14,Bundesweit,2025-W47,14651
531,2025/26,ILI,0-4,Bundesweit,2025-W47,7801
1716,2025/26,ILI,5-14,Bundesweit,2025-W47,3126
1636,2025/26,ILI,15-34,Bundesweit,2025-W47,1844
5481,2025/26,ILI,35-59,Bundesweit,2025-W47,1171
3889,2025/26,ILI,60+,Bundesweit,2025-W47,728
3739,2025/26,ILI,00+,Sueden,2025-W47,1631
4539,2025/26,ILI,00+,Mitte (West),2025-W47,1817
2430,2025/26,ILI,00+,Norden (West),2025-W47,2063
2545,2025/26,ILI,00+,Osten,2025-W47,1049
11006,2025/26,ILI,15+,Bundesweit,2025-W47,1193
13253,2025/26,ILI,00+,Bundesweit,2025-W47,1662
2247,2025/26,ILI,0-14,Bundesweit,2025-W47,4614
520,2025/26,ARE,0-4,Bundesweit,2025-W48,19283
1708,2025/26,ARE,5-14,Bundesweit,2025-W48,13221
1622,2025/26,ARE,15-34,Bundesweit,2025-W48,8587
5465,2025/26,ARE,35-59,Bundesweit,2025-W48,7739
3879,2025/26,ARE,60+,Bundesweit,2025-W48,4519
3725,2025/26,ARE,00+,Sueden,2025-W48,7719
4514,2025/26,ARE,00+,Mitte (West),2025-W48,8449
2420,2025/26,ARE,00+,Norden (West),2025-W48,7165
2535,2025/26,ARE,00+,Osten,2025-W48,8202
10966,2025/26,ARE,15+,Bundesweit,2025-W48,6831
13194,2025/26,ARE,00+,Bundesweit,2025-W48,7960
2228,2025/26,ARE,0-14,Bundesweit,2025-W48,15110
520,2025/26,ILI,0-4,Bundesweit,2025-W48,8490
1708,2025/26,ILI,5-14,Bundesweit,2025-W48,4041
1622,2025/26,ILI,15-34,Bundesweit,2025-W48,1661
5465,2025/26,ILI,35-59,Bundesweit,2025-W48,1265
3879,2025/26,ILI,60+,Bundesweit,2025-W48,822
3725,2025/26,ILI,00+,Sueden,2025-W48,1737
4514,2025/26,ILI,00+,Mitte (West),2025-W48,1922
2420,2025/26,ILI,00+,Norden (West),2025-W48,1593
2535,2025/26,ILI,00+,Osten,2025-W48,1808
10966,2025/26,ILI,15+,Bundesweit,2025-W48,1213
13194,2025/26,ILI,00+,Bundesweit,2025-W48,1787
2228,2025/26,ILI,0-14,Bundesweit,2025-W48,5427
533,2025/26,ARE,0-4,Bundesweit,2025-W49,17446
1713,2025/26,ARE,5-14,Bundesweit,2025-W49,12399
1655,2025/26,ARE,15-34,Bundesweit,2025-W49,9110
5496,2025/26,ARE,35-59,Bundesweit,2025-W49,8045
3890,2025/26,ARE,60+,Bundesweit,2025-W49,5042
3718,2025/26,ARE,00+,Sueden,2025-W49,8604
4583,2025/26,ARE,00+,Mitte (West),2025-W49,7560
2433,2025/26,ARE,00+,Norden (West),2025-W49,8482
2553,2025/26,ARE,00+,Osten,2025-W49,8399
11041,2025/26,ARE,15+,Bundesweit,2025-W49,7274
13287,2025/26,ARE,00+,Bundesweit,2025-W49,8182
2246,2025/26,ARE,0-14,Bundesweit,2025-W49,13978
533,2025/26,ILI,0-4,Bundesweit,2025-W49,7713
1713,2025/26,ILI,5-14,Bundesweit,2025-W49,4727
1655,2025/26,ILI,15-34,Bundesweit,2025-W49,1139
5496,2025/26,ILI,35-59,Bundesweit,2025-W49,1451
3890,2025/26,ILI,60+,Bundesweit,2025-W49,1128
3718,2025/26,ILI,00+,Sueden,2025-W49,2046
4583,2025/26,ILI,00+,Mitte (West),2025-W49,1591
2433,2025/26,ILI,00+,Norden (West),2025-W49,1771
2553,2025/26,ILI,00+,Osten,2025-W49,2119
11041,2025/26,ILI,15+,Bundesweit,2025-W49,1256
13287,2025/26,ILI,00+,Bundesweit,2025-W49,1853
2246,2025/26,ILI,0-14,Bundesweit,2025-W49,5662
