Meldungen,Saison,Erkrankung,Altersgruppe,Region,Kalenderwoche,Inzidenz
341,2023/24,ARE,0-4,Bundesweit,2024-W10,17835
1417,2023/24,ARE,5-14,Bundesweit,2024-W10,10772
1412,2023/24,ARE,15-34,Bundesweit,2024-W10,7309
4429,2023/24,ARE,35-59,Bundesweit,2024-W10,4983
2930,2023/24,ARE,60+,Bundesweit,2024-W10,3574
2943,2023/24,ARE,00+,Sueden,2024-W10,5685
3697,2023/24,ARE,00+,Mitte (West),2024-W10,6309
1904,2023/24,ARE,00+,Norden (West),2024-W10,6443
1985,2023/24,ARE,00+,Osten,2024-W10,6321
8771,2023/24,ARE,15+,Bundesweit,2024-W10,5099
10529,2023/24,ARE,00+,Bundesweit,2024-W10,6161
1758,2023/24,ARE,0-14,Bundesweit,2024-W10,12957
341,2023/24,ILI,0-4,Bundesweit,2024-W10,7677
1417,2023/24,ILI,5-14,Bundesweit,2024-W10,2866
1412,2023/24,ILI,15-34,Bundesweit,2024-W10,1454
4429,2023/24,ILI,35-59,Bundesweit,2024-W10,632
2930,2023/24,ILI,60+,Bundesweit,2024-W10,559
2943,2023/24,ILI,00+,Sueden,2024-W10,1263
3697,2023/24,ILI,00+,Mitte (West),2024-W10,1137
1904,2023/24,ILI,00+,Norden (West),2024-W10,1738
1985,2023/24,ILI,00+,Osten,2024-W10,1232
8771,2023/24,ILI,15+,Bundesweit,2024-W10,821
10529,2023/24,ILI,00+,Bundesweit,2024-W10,1299
1758,2023/24,ILI,0-14,Bundesweit,2024-W10,4354
337,2023/24,ARE,0-4,Bundesweit,2024-W11,16750
1402,2023/24,ARE,5-14,Bundesweit,2024-W11,12638
1403,2023/24,ARE,15-34,Bundesweit,2024-W11,7675
4420,2023/24,ARE,35-59,Bundesweit,2024-W11,5255
2927,2023/24,ARE,60+,Bundesweit,2024-W11,3575
2930,2023/24,ARE,00+,Sueden,2024-W11,7432
3684,2023/24,ARE,00+,Mitte (West),2024-W11,5841
1896,2023/24,ARE,00+,Norden (West),2024-W11,6233
1979,2023/24,ARE,00+,Osten,2024-W11,6427
8750,2023/24,ARE,15+,Bundesweit,2024-W11,5299
10489,2023/24,ARE,00+,Bundesweit,2024-W11,6468
1739,2023/24,ARE,0-14,Bundesweit,2024-W11,13906
337,2023/24,ILI,0-4,Bundesweit,2024-W11,6382
1402,2023/24,ILI,5-14,Bundesweit,2024-W11,3781
1403,2023/24,ILI,15-34,Bundesweit,2024-W11,1558
4420,2023/24,ILI,35-59,Bundesweit,2024-W11,716
2927,2023/24,ILI,60+,Bundesweit,2024-W11,559
2930,2023/24,ILI,00+,Sueden,2024-W11,1648
3684,2023/24,ILI,00+,Mitte (West),2024-W11,1377
1896,2023/24,ILI,00+,Norden (West),2024-W11,1383
1979,2023/24,ILI,00+,Osten,2024-W11,1004
8750,2023/24,ILI,15+,Bundesweit,2024-W11,881
10489,2023/24,ILI,00+,Bundesweit,2024-W11,1383
1739,2023/24,ILI,0-14,Bundesweit,2024-W11,4583
338,2023/24,ARE,0-4,Bundesweit,2024-W12,14087
1344,2023/24,ARE,5-14,Bundesweit,2024-W12,10922
1407,2023/24,ARE,15-34,Bundesweit,2024-W12,8296
4395,2023/24,ARE,35-59,Bundesweit,2024-W12,6140
2913,2023/24,ARE,60+,Bundesweit,2024-W12,3892
2909,2023/24,ARE,00+,Sueden,2024-W12,6726
3653,2023/24,ARE,00+,Mitte (West),2024-W12,6619
1903,2023/24,ARE,00+,Norden (West),2024-W12,7206
1932,2023/24,ARE,00+,Osten,2024-W12,6467
8715,2023/24,ARE,15+,Bundesweit,2024-W12,5919
10397,2023/24,ARE,00+,Bundesweit,2024-W12,6728
1682,2023/24,ARE,0-14,Bundesweit,2024-W12,11903
338,2023/24,ILI,0-4,Bundesweit,2024-W12,6856
1344,2023/24,ILI,5-14,Bundesweit,2024-W12,2640
1407,2023/24,ILI,15-34,Bundesweit,2024-W12,1542
4395,2023/24,ILI,35-59,Bundesweit,2024-W12,1187
2913,2023/24,ILI,60+,Bundesweit,2024-W12,521
2909,2023/24,ILI,00+,Sueden,2024-W12,1611
3653,2023/24,ILI,00+,Mitte (West),2024-W12,1260
1903,2023/24,ILI,00+,Norden (West),2024-W12,1484
1932,2023/24,ILI,00+,Osten,2024-W12,1474
8715,2023/24,ILI,15+,Bundesweit,2024-W12,1047
10397,2023/24,ILI,00+,Bundesweit,2024-W12,1439
1682,2023/24,ILI,0-14,Bundesweit,2024-W12,3947
345,2023/24,ARE,0-4,Bundesweit,2024-W13,19011
1362,2023/24,ARE,5-14,Bundesweit,2024-W13,6790
1410,2023/24,ARE,15-34,Bundesweit,2024-W13,6403
4376,2023/24,ARE,35-59,Bundesweit,2024-W13,5491
2900,2023/24,ARE,60+,Bundesweit,2024-W13,3885
2906,2023/24,ARE,00+,Sueden,2024-W13,6031
3640,2023/24,ARE,00+,Mitte (West),2024-W13,5912
1908,2023/24,ARE,00+,Norden (West),2024-W13,5882
1939,2023/24,ARE,00+,Osten,2024-W13,5766
8686,2023/24,ARE,15+,Bundesweit,2024-W13,5168
10393,2023/24,ARE,00+,Bundesweit,2024-W13,5913
1707,2023/24,ARE,0-14,Bundesweit,2024-W13,10616
345,2023/24,ILI,0-4,Bundesweit,2024-W13,8576
1362,2023/24,ILI,5-14,Bundesweit,2024-W13,1693
1410,2023/24,ILI,15-34,Bundesweit,2024-W13,1181
4376,2023/24,ILI,35-59,Bundesweit,2024-W13,882
2900,2023/24,ILI,60+,Bundesweit,2024-W13,473
2906,2023/24,ILI,00+,Sueden,2024-W13,1254
3640,2023/24,ILI,00+,Mitte (West),2024-W13,1278
1908,2023/24,ILI,00+,Norden (West),2024-W13,969
1939,2023/24,ILI,00+,Osten,2024-W13,1369
8686,2023/24,ILI,15+,Bundesweit,2024-W13,817
10393,2023/24,ILI,00+,Bundesweit,2024-W13,1231
1707,2023/24,ILI,0-14,Bundesweit,2024-W13,3847
342,2023/24,ARE,0-4,Bundesweit,2024-W14,9092
1386,2023/24,ARE,5-14,Bundesweit,2024-W14,5414
1383,2023/24,ARE,15-34,Bundesweit,2024-W14,5019
4379,2023/24,ARE,35-59,Bundesweit,2024-W14,4559
2895,2023/24,ARE,60+,Bundesweit,2024-W14,2815
2903,2023/24,ARE,00+,Sueden,2024-W14,4318
3632,2023/24,ARE,00+,Mitte (West),2024-W14,4328
1899,2023/24,ARE,00+,Norden (West),2024-W14,4733
1951,2023/24,ARE,00+,Osten,2024-W14,4399
8657,2023/24,ARE,15+,Bundesweit,2024-W14,4071
10385,2023/24,ARE,00+,Bundesweit,2024-W14,4412
1728,2023/24,ARE,0-14,Bundesweit,2024-W14,6556
342,2023/24,ILI,0-4,Bundesweit,2024-W14,2660
1386,2023/24,ILI,5-14,Bundesweit,2024-W14,1555
1383,2023/24,ILI,15-34,Bundesweit,2024-W14,1223
4379,2023/24,ILI,35-59,Bundesweit,2024-W14,755
2895,2023/24,ILI,60+,Bundesweit,2024-W14,524
2903,2023/24,ILI,00+,Sueden,2024-W14,832
3632,2023/24,ILI,00+,Mitte (West),2024-W14,940
1899,2023/24,ILI,00+,Norden (West),2024-W14,1338
1951,2023/24,ILI,00+,Osten,2024-W14,758
8657,2023/24,ILI,15+,Bundesweit,2024-W14,797
10385,2023/24,ILI,00+,Bundesweit,2024-W14,948
1728,2023/24,ILI,0-14,Bundesweit,2024-W14,1898
342,2023/24,ARE,0-4,Bundesweit,2024-W15,15679
1402,2023/24,ARE,5-14,Bundesweit,2024-W15,5872
1367,2023/24,ARE,15-34,Bundesweit,2024-W15,4613
4357,2023/24,ARE,35-59,Bundesweit,2024-W15,3874
2904,2023/24,ARE,60+,Bundesweit,2024-W15,2481
2898,2023/24,ARE,00+,Sueden,2024-W15,4141
3615,2023/24,ARE,00+,Mitte (West),2024-W15,3688
1902,2023/24,ARE,00+,Norden (West),2024-W15,5218
1957,2023/24,ARE,00+,Osten,2024-W15,4887
8628,2023/24,ARE,15+,Bundesweit,2024-W15,3580
10372,2023/24,ARE,00+,Bundesweit,2024-W15,4321
1744,2023/24,ARE,0-14,Bundesweit,2024-W15,8943
342,2023/24,ILI,0-4,Bundesweit,2024-W15,5293
1402,2023/24,ILI,5-14,Bundesweit,2024-W15,1940
1367,2023/24,ILI,15-34,Bundesweit,2024-W15,652
4357,2023/24,ILI,35-59,Bundesweit,2024-W15,772
2904,2023/24,ILI,60+,Bundesweit,2024-W15,330
2898,2023/24,ILI,00+,Sueden,2024-W15,1075
3615,2023/24,ILI,00+,Mitte (West),2024-W15,807
1902,2023/24,ILI,00+,Norden (West),2024-W15,1008
1957,2023/24,ILI,00+,Osten,2024-W15,803
8628,2023/24,ILI,15+,Bundesweit,2024-W15,586
10372,2023/24,ILI,00+,Bundesweit,2024-W15,918
1744,2023/24,ILI,0-14,Bundesweit,2024-W15,2990
342,2023/24,ARE,0-4,Bundesweit,2024-W16,18047
1387,2023/24,ARE,5-14,Bundesweit,2024-W16,11523
1368,2023/24,ARE,15-34,Bundesweit,2024-W16,6669
4348,2023/24,ARE,35-59,Bundesweit,2024-W16,5160
2906,2023/24,ARE,60+,Bundesweit,2024-W16,2419
2914,2023/24,ARE,00+,Sueden,2024-W16,5161
3617,2023/24,ARE,00+,Mitte (West),2024-W16,6159
1884,2023/24,ARE,00+,Norden (West),2024-W16,6598
1936,2023/24,ARE,00+,Osten,2024-W16,5460
8622,2023/24,ARE,15+,Bundesweit,2024-W16,4600
10351,2023/24,ARE,00+,Bundesweit,2024-W16,5827
1729,2023/24,ARE,0-14,Bundesweit,2024-W16,13559
342,2023/24,ILI,0-4,Bundesweit,2024-W16,7076
1387,2023/24,ILI,5-14,Bundesweit,2024-W16,3339
1368,2023/24,ILI,15-34,Bundesweit,2024-W16,1293
4348,2023/24,ILI,35-59,Bundesweit,2024-W16,561
2906,2023/24,ILI,60+,Bundesweit,2024-W16,277
2914,2023/24,ILI,00+,Sueden,2024-W16,1057
3617,2023/24,ILI,00+,Mitte (West),2024-W16,1324
1884,2023/24,ILI,00+,Norden (West),2024-W16,1018
1936,2023/24,ILI,00+,Osten,2024-W16,1262
8622,2023/24,ILI,15+,Bundesweit,2024-W16,654
10351,2023/24,ILI,00+,Bundesweit,2024-W16,1182
1729,2023/24,ILI,0-14,Bundesweit,2024-W16,4505
330,2023/24,ARE,0-4,Bundesweit,2024-W17,16728
1367,2023/24,ARE,5-14,Bundesweit,2024-W17,11368
1361,2023/24,ARE,15-34,Bundesweit,2024-W17,7205
4317,2023/24,ARE,35-59,Bundesweit,2024-W17,5728
2895,2023/24,ARE,60+,Bundesweit,2024-W17,3321
2893,2023/24,ARE,00+,Sueden,2024-W17,6631
3614,2023/24,ARE,00+,Mitte (West),2024-W17,6528
1865,2023/24,ARE,00+,Norden (West),2024-W17,5912
1898,2023/24,ARE,00+,Osten,2024-W17,5854
8573,2023/24,ARE,15+,Bundesweit,2024-W17,5276
10270,2023/24,ARE,00+,Bundesweit,2024-W17,6321
1697,2023/24,ARE,0-14,Bundesweit,2024-W17,13007
330,2023/24,ILI,0-4,Bundesweit,2024-W17,5386
1367,2023/24,ILI,5-14,Bundesweit,2024-W17,2714
1361,2023/24,ILI,15-34,Bundesweit,2024-W17,2004
4317,2023/24,ILI,35-59,Bundesweit,2024-W17,819
2895,2023/24,ILI,60+,Bundesweit,2024-W17,237
2893,2023/24,ILI,00+,Sueden,2024-W17,1517
3614,2023/24,ILI,00+,Mitte (West),2024-W17,1342
1865,2023/24,ILI,00+,Norden (West),2024-W17,1065
1898,2023/24,ILI,00+,Osten,2024-W17,1005
8573,2023/24,ILI,15+,Bundesweit,2024-W17,927
10270,2023/24,ILI,00+,Bundesweit,2024-W17,1279
1697,2023/24,ILI,0-14,Bundesweit,2024-W17,3531
328,2023/24,ARE,0-4,Bundesweit,2024-W18,11493
1369,2023/24,ARE,5-14,Bundesweit,2024-W18,10955
1349,2023/24,ARE,15-34,Bundesweit,2024-W18,6074
4298,2023/24,ARE,35-59,Bundesweit,2024-W18,4936
2888,2023/24,ARE,60+,Bundesweit,2024-W18,3305
2878,2023/24,ARE,00+,Sueden,2024-W18,4927
3575,2023/24,ARE,00+,Mitte (West),2024-W18,6122
1868,2023/24,ARE,00+,Norden (West),2024-W18,5663
1911,2023/24,ARE,00+,Osten,2024-W18,5306
8535,2023/24,ARE,15+,Bundesweit,2024-W18,4666
10232,2023/24,ARE,00+,Bundesweit,2024-W18,5549
1697,2023/24,ARE,0-14,Bundesweit,2024-W18,11123
328,2023/24,ILI,0-4,Bundesweit,2024-W18,4343
1369,2023/24,ILI,5-14,Bundesweit,2024-W18,2982
1349,2023/24,ILI,15-34,Bundesweit,2024-W18,853
4298,2023/24,ILI,35-59,Bundesweit,2024-W18,838
2888,2023/24,ILI,60+,Bundesweit,2024-W18,477
2878,2023/24,ILI,00+,Sueden,2024-W18,959
3575,2023/24,ILI,00+,Mitte (West),2024-W18,1216
1868,2023/24,ILI,00+,Norden (West),2024-W18,1244
1911,2023/24,ILI,00+,Osten,2024-W18,868
8535,2023/24,ILI,15+,Bundesweit,2024-W18,716
10232,2023/24,ILI,00+,Bundesweit,2024-W18,1084
1697,2023/24,ILI,0-14,Bundesweit,2024-W18,3406
338,2023/24,ARE,0-4,Bundesweit,2024-W19,15868
1364,2023/24,ARE,5-14,Bundesweit,2024-W19,8213
1348,2023/24,ARE,15-34,Bundesweit,2024-W19,6611
4313,2023/24,ARE,35-59,Bundesweit,2024-W19,4423
2885,2023/24,ARE,60+,Bundesweit,2024-W19,2697
2896,2023/24,ARE,00+,Sueden,2024-W19,5745
3551,2023/24,ARE,00+,Mitte (West),2024-W19,5377
1883,2023/24,ARE,00+,Norden (West),2024-W19,5305
1918,2023/24,ARE,00+,Osten,2024-W19,4252
8546,2023/24,ARE,15+,Bundesweit,2024-W19,4396
10248,2023/24,ARE,00+,Bundesweit,2024-W19,5257
1702,2023/24,ARE,0-14,Bundesweit,2024-W19,10642
338,2023/24,ILI,0-4,Bundesweit,2024-W19,5161
1364,2023/24,ILI,5-14,Bundesweit,2024-W19,2184
1348,2023/24,ILI,15-34,Bundesweit,2024-W19,1289
4313,2023/24,ILI,35-59,Bundesweit,2024-W19,556
2885,2023/24,ILI,60+,Bundesweit,2024-W19,587
2896,2023/24,ILI,00+,Sueden,2024-W19,1271
3551,2023/24,ILI,00+,Mitte (West),2024-W19,1191
1883,2023/24,ILI,00+,Norden (West),2024-W19,1048
1918,2023/24,ILI,00+,Osten,2024-W19,649
8546,2023/24,ILI,15+,Bundesweit,2024-W19,759
10248,2023/24,ILI,00+,Bundesweit,2024-W19,1086
1702,2023/24,ILI,0-14,Bundesweit,2024-W19,3129
346,2023/24,ARE,0-4,Bundesweit,2024-W20,9032
1354,2023/24,ARE,5-14,Bundesweit,2024-W20,5897
1352,2023/24,ARE,15-34,Bundesweit,2024-W20,5066
4288,2023/24,ARE,35-59,Bundesweit,2024-W20,3769
2893,2023/24,ARE,60+,Bundesweit,2024-W20,3223
2886,2023/24,ARE,00+,Sueden,2024-W20,3999
3538,2023/24,ARE,00+,Mitte (West),2024-W20,4040
1888,2023/24,ARE,00+,Norden (West),2024-W20,5141
1921,2023/24,ARE,00+,Osten,2024-W20,4562
8533,2023/24,ARE,15+,Bundesweit,2024-W20,3919
10233,2023/24,ARE,00+,Bundesweit,2024-W20,4329
1700,2023/24,ARE,0-14,Bundesweit,2024-W20,6893
346,2023/24,ILI,0-4,Bundesweit,2024-W20,4584
1354,2023/24,ILI,5-14,Bundesweit,2024-W20,1257
1352,2023/24,ILI,15-34,Bundesweit,2024-W20,1310
4288,2023/24,ILI,35-59,Bundesweit,2024-W20,686
2893,2023/24,ILI,60+,Bundesweit,2024-W20,812
2886,2023/24,ILI,00+,Sueden,2024-W20,1141
3538,2023/24,ILI,00+,Mitte (West),2024-W20,1007
1888,2023/24,ILI,00+,Norden (West),2024-W20,1447
1921,2023/24,ILI,00+,Osten,2024-W20,812
8533,2023/24,ILI,15+,Bundesweit,2024-W20,894
10233,2023/24,ILI,00+,Bundesweit,2024-W20,1089
1700,2023/24,ILI,0-14,Bundesweit,2024-W20,2314
346,2023/24,ARE,0-4,Bundesweit,2024-W21,9973
1373,2023/24,ARE,5-14,Bundesweit,2024-W21,6126
1347,2023/24,ARE,15-34,Bundesweit,2024-W21,5082
4315,2023/24,ARE,35-59,Bundesweit,2024-W21,3597
2894,2023/24,ARE,60+,Bundesweit,2024-W21,2961
2871,2023/24,ARE,00+,Sueden,2024-W21,4622
3569,2023/24,ARE,00+,Mitte (West),2024-W21,4524
1907,2023/24,ARE,00+,Norden (West),2024-W21,3462
1928,2023/24,ARE,00+,Osten,2024-W21,4018
8556,2023/24,ARE,15+,Bundesweit,2024-W21,3765
10275,2023/24,ARE,00+,Bundesweit,2024-W21,4260
1719,2023/24,ARE,0-14,Bundesweit,2024-W21,7343
346,2023/24,ILI,0-4,Bundesweit,2024-W21,3041
1373,2023/24,ILI,5-14,Bundesweit,2024-W21,1848
1347,2023/24,ILI,15-34,Bundesweit,2024-W21,790
4315,2023/24,ILI,35-59,Bundesweit,2024-W21,733
2894,2023/24,ILI,60+,Bundesweit,2024-W21,379
2871,2023/24,ILI,00+,Sueden,2024-W21,678
3569,2023/24,ILI,00+,Mitte (West),2024-W21,920
1907,2023/24,ILI,00+,Norden (West),2024-W21,858
1928,2023/24,ILI,00+,Osten,2024-W21,950
8556,2023/24,ILI,15+,Bundesweit,2024-W21,625
10275,2023/24,ILI,00+,Bundesweit,2024-W21,846
1719,2023/24,ILI,0-14,Bundesweit,2024-W21,2225
351,2023/24,ARE,0-4,Bundesweit,2024-W22,11816
1367,2023/24,ARE,5-14,Bundesweit,2024-W22,5934
1355,2023/24,ARE,15-34,Bundesweit,2024-W22,6046
4337,2023/24,ARE,35-59,Bundesweit,2024-W22,4057
2882,2023/24,ARE,60+,Bundesweit,2024-W22,2602
2865,2023/24,ARE,00+,Sueden,2024-W22,3814
3571,2023/24,ARE,00+,Mitte (West),2024-W22,5037
1909,2023/24,ARE,00+,Norden (West),2024-W22,4989
1947,2023/24,ARE,00+,Osten,2024-W22,4500
8574,2023/24,ARE,15+,Bundesweit,2024-W22,4071
10292,2023/24,ARE,00+,Bundesweit,2024-W22,4586
1718,2023/24,ARE,0-14,Bundesweit,2024-W22,7799
351,2023/24,ILI,0-4,Bundesweit,2024-W22,3597
1367,2023/24,ILI,5-14,Bundesweit,2024-W22,1718
1355,2023/24,ILI,15-34,Bundesweit,2024-W22,1666
4337,2023/24,ILI,35-59,Bundesweit,2024-W22,724
2882,2023/24,ILI,60+,Bundesweit,2024-W22,481
2865,2023/24,ILI,00+,Sueden,2024-W22,935
3571,2023/24,ILI,00+,Mitte (West),2024-W22,1248
1909,2023/24,ILI,00+,Norden (West),2024-W22,1043
1947,2023/24,ILI,00+,Osten,2024-W22,1040
8574,2023/24,ILI,15+,Bundesweit,2024-W22,886
10292,2023/24,ILI,00+,Bundesweit,2024-W22,1084
1718,2023/24,ILI,0-14,Bundesweit,2024-W22,2314
347,2023/24,ARE,0-4,Bundesweit,2024-W23,13254
1353,2023/24,ARE,5-14,Bundesweit,2024-W23,7900
1350,2023/24,ARE,15-34,Bundesweit,2024-W23,5912
4357,2023/24,ARE,35-59,Bundesweit,2024-W23,4300
2928,2023/24,ARE,60+,Bundesweit,2024-W23,2648
2901,2023/24,ARE,00+,Sueden,2024-W23,4467
3582,2023/24,ARE,00+,Mitte (West),2024-W23,5200
1902,2023/24,ARE,00+,Norden (West),2024-W23,5571
1950,2023/24,ARE,00+,Osten,2024-W23,4321
8635,2023/24,ARE,15+,Bundesweit,2024-W23,4143
10335,2023/24,ARE,00+,Bundesweit,2024-W23,4897
1700,2023/24,ARE,0-14,Bundesweit,2024-W23,9592
347,2023/24,ILI,0-4,Bundesweit,2024-W23,3046
1353,2023/24,ILI,5-14,Bundesweit,2024-W23,2556
1350,2023/24,ILI,15-34,Bundesweit,2024-W23,645
4357,2023/24,ILI,35-59,Bundesweit,2024-W23,1157
2928,2023/24,ILI,60+,Bundesweit,2024-W23,575
2901,2023/24,ILI,00+,Sueden,2024-W23,1121
3582,2023/24,ILI,00+,Mitte (West),2024-W23,1223
1902,2023/24,ILI,00+,Norden (West),2024-W23,1276
1950,2023/24,ILI,00+,Osten,2024-W23,572
8635,2023/24,ILI,15+,Bundesweit,2024-W23,819
10335,2023/24,ILI,00+,Bundesweit,2024-W23,1081
1700,2023/24,ILI,0-14,Bundesweit,2024-W23,2711
349,2023/24,ARE,0-4,Bundesweit,2024-W24,12422
1354,2023/24,ARE,5-14,Bundesweit,2024-W24,10680
1363,2023/24,ARE,15-34,Bundesweit,2024-W24,6276
4362,2023/24,ARE,35-59,Bundesweit,2024-W24,5146
2922,2023/24,ARE,60+,Bundesweit,2024-W24,3015
2896,2023/24,ARE,00+,Sueden,2024-W24,4738
3573,2023/24,ARE,00+,Mitte (West),2024-W24,5727
1900,2023/24,ARE,00+,Norden (West),2024-W24,6177
1981,2023/24,ARE,00+,Osten,2024-W24,6090
8647,2023/24,ARE,15+,Bundesweit,2024-W24,4700
10350,2023/24,ARE,00+,Bundesweit,2024-W24,5602
1703,2023/24,ARE,0-14,Bundesweit,2024-W24,11234
349,2023/24,ILI,0-4,Bundesweit,2024-W24,3864
1354,2023/24,ILI,5-14,Bundesweit,2024-W24,2535
1363,2023/24,ILI,15-34,Bundesweit,2024-W24,1164
4362,2023/24,ILI,35-59,Bundesweit,2024-W24,907
2922,2023/24,ILI,60+,Bundesweit,2024-W24,487
2896,2023/24,ILI,00+,Sueden,2024-W24,1170
3573,2023/24,ILI,00+,Mitte (West),2024-W24,1082
1900,2023/24,ILI,00+,Norden (West),2024-W24,1345
1981,2023/24,ILI,00+,Osten,2024-W24,910
8647,2023/24,ILI,15+,Bundesweit,2024-W24,828
10350,2023/24,ILI,00+,Bundesweit,2024-W24,1122
1703,2023/24,ILI,0-14,Bundesweit,2024-W24,2957
353,2023/24,ARE,0-4,Bundesweit,2024-W25,15166
1360,2023/24,ARE,5-14,Bundesweit,2024-W25,6976
1356,2023/24,ARE,15-34,Bundesweit,2024-W25,6673
4383,2023/24,ARE,35-59,Bundesweit,2024-W25,4989
2919,2023/24,ARE,60+,Bundesweit,2024-W25,2850
2902,2023/24,ARE,00+,Sueden,2024-W25,5625
3594,2023/24,ARE,00+,Mitte (West),2024-W25,5413
1899,2023/24,ARE,00+,Norden (West),2024-W25,4781
1976,2023/24,ARE,00+,Osten,2024-W25,5446
8658,2023/24,ARE,15+,Bundesweit,2024-W25,4689
10371,2023/24,ARE,00+,Bundesweit,2024-W25,5363
1713,2023/24,ARE,0-14,Bundesweit,2024-W25,9572
353,2023/24,ILI,0-4,Bundesweit,2024-W25,6248
1360,2023/24,ILI,5-14,Bundesweit,2024-W25,1887
1356,2023/24,ILI,15-34,Bundesweit,2024-W25,1425
4383,2023/24,ILI,35-59,Bundesweit,2024-W25,1055
2919,2023/24,ILI,60+,Bundesweit,2024-W25,722
2902,2023/24,ILI,00+,Sueden,2024-W25,1365
3594,2023/24,ILI,00+,Mitte (West),2024-W25,1288
1899,2023/24,ILI,00+,Norden (West),2024-W25,1581
1976,2023/24,ILI,00+,Osten,2024-W25,1193
8658,2023/24,ILI,15+,Bundesweit,2024-W25,1037
10371,2023/24,ILI,00+,Bundesweit,2024-W25,1345
1713,2023/24,ILI,0-14,Bundesweit,2024-W25,3270
347,2023/24,ARE,0-4,Bundesweit,2024-W26,12326
1336,2023/24,ARE,5-14,Bundesweit,2024-W26,6289
1363,2023/24,ARE,15-34,Bundesweit,2024-W26,6043
4389,2023/24,ARE,35-59,Bundesweit,2024-W26,4116
2923,2023/24,ARE,60+,Bundesweit,2024-W26,2577
2903,2023/24,ARE,00+,Sueden,2024-W26,4602
3599,2023/24,ARE,00+,Mitte (West),2024-W26,4673
1890,2023/24,ARE,00+,Norden (West),2024-W26,5486
1966,2023/24,ARE,00+,Osten,2024-W26,3876
8675,2023/24,ARE,15+,Bundesweit,2024-W26,4086
10358,2023/24,ARE,00+,Bundesweit,2024-W26,4650
1683,2023/24,ARE,0-14,Bundesweit,2024-W26,8191
347,2023/24,ILI,0-4,Bundesweit,2024-W26,5056
1336,2023/24,ILI,5-14,Bundesweit,2024-W26,2087
1363,2023/24,ILI,15-34,Bundesweit,2024-W26,1271
4389,2023/24,ILI,35-59,Bundesweit,2024-W26,903
2923,2023/24,ILI,60+,Bundesweit,2024-W26,604
2903,2023/24,ILI,00+,Sueden,2024-W26,1401
3599,2023/24,ILI,00+,Mitte (West),2024-W26,1183
1890,2023/24,ILI,00+,Norden (West),2024-W26,1220
1966,2023/24,ILI,00+,Osten,2024-W26,851
8675,2023/24,ILI,15+,Bundesweit,2024-W26,895
10358,2023/24,ILI,00+,Bundesweit,2024-W26,1188
1683,2023/24,ILI,0-14,Bundesweit,2024-W26,3022
352,2023/24,ARE,0-4,Bundesweit,2024-W27,13436
1340,2023/24,ARE,5-14,Bundesweit,2024-W27,7172
1354,2023/24,ARE,15-34,Bundesweit,2024-W27,7889
4434,2023/24,ARE,35-59,Bundesweit,2024-W27,5406
2939,2023/24,ARE,60+,Bundesweit,2024-W27,3123
2925,2023/24,ARE,00+,Sueden,2024-W27,6084
3615,2023/24,ARE,00+,Mitte (West),2024-W27,5976
1898,2023/24,ARE,00+,Norden (West),2024-W27,5261
1981,2023/24,ARE,00+,Osten,2024-W27,5576
8727,2023/24,ARE,15+,Bundesweit,2024-W27,5261
10419,2023/24,ARE,00+,Bundesweit,2024-W27,5800
1692,2023/24,ARE,0-14,Bundesweit,2024-W27,9158
352,2023/24,ILI,0-4,Bundesweit,2024-W27,4607
1340,2023/24,ILI,5-14,Bundesweit,2024-W27,2793
1354,2023/24,ILI,15-34,Bundesweit,2024-W27,2012
4434,2023/24,ILI,35-59,Bundesweit,2024-W27,1170
2939,2023/24,ILI,60+,Bundesweit,2024-W27,713
2925,2023/24,ILI,00+,Sueden,2024-W27,1698
3615,2023/24,ILI,00+,Mitte (West),2024-W27,1739
1898,2023/24,ILI,00+,Norden (West),2024-W27,1244
1981,2023/24,ILI,00+,Osten,2024-W27,1159
8727,2023/24,ILI,15+,Bundesweit,2024-W27,1232
10419,2023/24,ILI,00+,Bundesweit,2024-W27,1527
1692,2023/24,ILI,0-14,Bundesweit,2024-W27,3368
362,2023/24,ARE,0-4,Bundesweit,2024-W28,10259
1333,2023/24,ARE,5-14,Bundesweit,2024-W28,6729
1353,2023/24,ARE,15-34,Bundesweit,2024-W28,5863
4447,2023/24,ARE,35-59,Bundesweit,2024-W28,4981
2968,2023/24,ARE,60+,Bundesweit,2024-W28,2779
2920,2023/24,ARE,00+,Sueden,2024-W28,5253
3636,2023/24,ARE,00+,Mitte (West),2024-W28,5028
1926,2023/24,ARE,00+,Norden (West),2024-W28,4617
1981,2023/24,ARE,00+,Osten,2024-W28,4479
8768,2023/24,ARE,15+,Bundesweit,2024-W28,4443
10463,2023/24,ARE,00+,Bundesweit,2024-W28,4911
1695,2023/24,ARE,0-14,Bundesweit,2024-W28,7848
362,2023/24,ILI,0-4,Bundesweit,2024-W28,3319
1333,2023/24,ILI,5-14,Bundesweit,2024-W28,1749
1353,2023/24,ILI,15-34,Bundesweit,2024-W28,1276
4447,2023/24,ILI,35-59,Bundesweit,2024-W28,1159
2968,2023/24,ILI,60+,Bundesweit,2024-W28,590
2920,2023/24,ILI,00+,Sueden,2024-W28,1259
3636,2023/24,ILI,00+,Mitte (West),2024-W28,1105
1926,2023/24,ILI,00+,Norden (West),2024-W28,1002
1981,2023/24,ILI,00+,Osten,2024-W28,1287
8768,2023/24,ILI,15+,Bundesweit,2024-W28,991
10463,2023/24,ILI,00+,Bundesweit,2024-W28,1164
